PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
808.0,2.8,636.0,1120.0,862.0,770.0,4.1,52.2,0.4338
858.0,2.7,633.0,1136.0,878.0,788.0,3.5,55.9,0.4431
819.0,3.6,690.0,1051.0,907.0,819.0,1.8,61.7,0.4376
862.0,4.9,757.0,983.0,938.0,879.0,1.3,65.3,0.4457
877.0,5.6,793.0,944.0,951.0,924.0,3.2,57.0,0.4434
941.0,6.4,832.0,914.0,970.0,964.0,7.2,42.8,0.4356
983.0,6.8,846.0,871.0,996.0,1055.0,10.3,34.2,0.4291
1067.0,10.1,981.0,755.0,1104.0,1383.0,10.9,33.8,0.4393
1100.0,11.2,1022.0,752.0,1101.0,1367.0,12.2,30.0,0.4245
958.0,8.7,928.0,841.0,986.0,1120.0,13.3,24.3,0.3686
866.0,5.0,763.0,1018.0,859.0,775.0,15.2,18.7,0.3214
1018.0,8.2,907.0,889.0,981.0,1150.0,14.9,21.7,0.3646
1175.0,12.7,1074.0,748.0,1134.0,1528.0,13.1,25.4,0.3814
1197.0,10.9,1012.0,717.0,1103.0,1655.0,11.7,32.7,0.4472
1110.0,7.4,872.0,822.0,971.0,1393.0,10.1,34.4,0.4249
1060.0,6.3,825.0,854.0,967.0,1338.0,9.8,36.0,0.4364
1136.0,7.7,885.0,806.0,1006.0,1403.0,7.1,43.2,0.436
1049.0,7.2,864.0,818.0,1010.0,1327.0,5.9,47.8,0.4459
1053.0,7.0,859.0,810.0,1008.0,1346.0,5.3,50.5,0.453
970.0,5.0,763.0,917.0,930.0,1132.0,5.6,48.0,0.4412
1049.0,8.2,907.0,795.0,1038.0,1209.0,3.9,55.9,0.4568
919.0,5.0,761.0,911.0,942.0,1044.0,3.3,58.0,0.4551
870.0,3.5,684.0,997.0,895.0,936.0,3.7,56.3,0.4544
814.0,2.0,587.0,1146.0,876.0,840.0,4.2,54.8,0.4571
820.0,2.3,604.0,1127.0,874.0,847.0,2.6,60.8,0.4544
897.0,4.2,722.0,987.0,953.0,959.0,3.7,57.9,0.4651
988.0,6.8,850.0,861.0,1030.0,1133.0,4.5,54.8,0.466
1242.0,16.2,1185.0,625.0,1297.0,1511.0,4.9,55.8,0.4882
1493.0,50.7,1981.0,448.0,1567.0,2346.0,5.4,55.1,0.497
1394.0,63.7,2214.0,411.0,1629.0,2311.0,6.2,51.8,0.4952
1252.0,25.4,1439.0,559.0,1383.0,1798.0,6.8,49.8,0.4959
1255.0,20.1,1301.0,571.0,1355.0,1750.0,7.3,50.6,0.5184
1360.0,23.5,1392.0,490.0,1458.0,1863.0,7.8,49.0,0.5191
1369.0,25.2,1434.0,489.0,1539.0,1883.0,8.0,49.2,0.5282
1361.0,21.8,1347.0,518.0,1456.0,1851.0,8.3,49.3,0.5414
1411.0,22.8,1371.0,500.0,1484.0,1919.0,8.5,49.6,0.5517
1509.0,25.4,1439.0,459.0,1577.0,2078.0,8.5,52.6,0.5856
1738.0,38.3,1735.0,365.0,1917.0,2434.0,8.9,53.4,0.6117
1766.0,37.6,1720.0,361.0,1881.0,2515.0,9.1,53.8,0.6216
1706.0,33.9,1641.0,381.0,1778.0,2522.0,8.9,54.2,0.6183
1472.0,22.4,1361.0,462.0,1455.0,2334.0,8.5,54.2,0.6054
1392.0,16.9,1206.0,521.0,1347.0,2199.0,8.5,57.8,0.6432
1335.0,13.9,1112.0,570.0,1331.0,1861.0,7.7,71.1,0.7503
1285.0,11.6,1037.0,610.0,1277.0,1751.0,7.9,72.5,0.7766
1267.0,10.8,1008.0,628.0,1264.0,1652.0,8.0,75.3,0.8079
1176.0,8.8,930.0,679.0,1216.0,1455.0,8.0,76.2,0.8217
1079.0,6.0,812.0,782.0,1158.0,1158.0,7.8,81.3,0.8631
1084.0,6.1,816.0,776.0,1165.0,1126.0,7.9,81.8,0.8759
1091.0,6.4,829.0,755.0,1177.0,1126.0,8.2,81.4,0.888
1126.0,7.7,886.0,713.0,1225.0,1158.0,8.5,81.1,0.8989
1210.0,10.0,978.0,666.0,1332.0,1237.0,8.9,79.3,0.9088
1565.0,24.0,1405.0,488.0,1830.0,1696.0,9.5,77.9,0.9278
1578.0,27.6,1494.0,448.0,1854.0,1800.0,9.9,77.6,0.9488
1702.0,31.5,1585.0,422.0,1960.0,1967.0,10.7,76.2,0.9798
1552.0,24.1,1406.0,478.0,1749.0,1862.0,11.8,72.2,0.9948
1590.0,26.5,1466.0,448.0,1831.0,2003.0,13.3,66.9,1.0163
1640.0,27.1,1480.0,432.0,1865.0,2041.0,13.8,67.0,1.0513
1769.0,33.2,1624.0,396.0,2041.0,2202.0,13.9,67.6,1.0666
1581.0,25.5,1442.0,435.0,1839.0,1966.0,14.2,66.8,1.073
1658.0,27.1,1482.0,419.0,1893.0,2030.0,14.2,67.8,1.0879
1821.0,35.4,1673.0,371.0,2119.0,2201.0,13.6,71.0,1.1018
1982.0,49.5,1959.0,322.0,2536.0,2386.0,13.2,72.6,1.0936
2008.0,50.6,1980.0,325.0,2562.0,2342.0,12.4,74.7,1.0741
1918.0,49.4,1958.0,335.0,2477.0,2237.0,11.5,76.2,1.0324
1693.0,31.7,1590.0,412.0,1949.0,2025.0,10.4,79.3,0.9993
1495.0,21.8,1345.0,467.0,1649.0,1853.0,10.0,82.5,1.015
1449.0,19.8,1291.0,482.0,1580.0,1817.0,10.0,82.6,1.0163
1439.0,18.6,1257.0,494.0,1571.0,1704.0,10.1,83.5,1.0296
1270.0,13.4,1098.0,572.0,1420.0,1463.0,10.0,83.6,1.0235
1163.0,10.1,980.0,654.0,1327.0,1299.0,10.4,80.8,1.0191
1130.0,8.4,915.0,697.0,1281.0,1205.0,10.6,80.3,1.0252
1023.0,5.4,781.0,809.0,1195.0,1019.0,10.6,78.8,1.008
931.0,3.4,679.0,947.0,1138.0,867.0,10.5,77.8,0.9839
953.0,4.1,717.0,907.0,1152.0,911.0,9.8,79.2,0.9567
1108.0,8.7,927.0,718.0,1315.0,1106.0,9.5,80.3,0.9532
1414.0,18.7,1261.0,532.0,1644.0,1479.0,9.8,80.5,0.9724
1423.0,21.0,1323.0,496.0,1727.0,1568.0,10.3,80.3,1.002
1352.0,17.7,1231.0,538.0,1605.0,1530.0,11.1,77.2,1.0175
1303.0,15.1,1153.0,575.0,1520.0,1582.0,13.3,68.8,1.0505
1103.0,8.8,931.0,711.0,1293.0,1235.0,15.1,58.3,0.9978
1138.0,9.7,967.0,695.0,1332.0,1195.0,15.6,56.2,0.9876
1278.0,14.4,1130.0,580.0,1506.0,1471.0,15.4,59.6,1.0375
1292.0,14.7,1141.0,556.0,1498.0,1582.0,14.6,63.7,1.0508
1374.0,17.4,1222.0,516.0,1582.0,1671.0,13.7,66.8,1.0432
1464.0,22.3,1358.0,477.0,1719.0,1711.0,12.3,72.5,1.0331
1562.0,30.3,1557.0,427.0,1916.0,1852.0,10.8,77.2,1.0021
1592.0,33.3,1627.0,401.0,1957.0,1902.0,10.2,80.4,1.0003
1669.0,36.0,1686.0,384.0,2066.0,1961.0,10.1,79.3,0.9795
1429.0,23.9,1401.0,475.0,1698.0,1689.0,10.0,76.1,0.9329
1354.0,19.0,1269.0,506.0,1530.0,1580.0,8.6,82.3,0.9198
1311.0,16.8,1203.0,542.0,1448.0,1428.0,7.7,84.3,0.8881
1311.0,17.5,1225.0,538.0,1464.0,1434.0,7.1,84.1,0.8557
1292.0,17.4,1221.0,547.0,1437.0,1389.0,6.7,83.2,0.819
1091.0,11.3,1025.0,666.0,1262.0,1130.0,6.0,83.0,0.78
1009.0,8.7,928.0,754.0,1166.0,983.0,5.1,84.0,0.7439
1050.0,9.4,956.0,725.0,1162.0,1025.0,4.3,85.4,0.7152
1053.0,9.4,955.0,710.0,1154.0,1050.0,4.0,85.7,0.7041
1016.0,9.1,945.0,724.0,1147.0,1038.0,4.0,84.4,0.6943
1057.0,10.7,1004.0,702.0,1204.0,1080.0,4.0,83.1,0.682
1309.0,21.3,1333.0,537.0,1555.0,1411.0,4.4,81.3,0.689
1315.0,22.9,1375.0,526.0,1576.0,1549.0,6.7,72.6,0.718
1315.0,20.1,1300.0,547.0,1531.0,1659.0,10.0,63.4,0.7791
1111.0,11.8,1042.0,682.0,1257.0,1434.0,13.6,48.7,0.7547
1087.0,10.6,1000.0,706.0,1251.0,1310.0,14.6,46.5,0.7687
1104.0,11.4,1028.0,696.0,1263.0,1227.0,15.4,43.0,0.7483
1142.0,12.8,1078.0,670.0,1256.0,1261.0,16.4,38.2,0.7081
1164.0,13.4,1096.0,662.0,1311.0,1261.0,16.8,37.6,0.7129
1214.0,14.2,1124.0,659.0,1302.0,1345.0,16.8,36.7,0.6944
1369.0,21.8,1346.0,558.0,1537.0,1608.0,15.4,41.3,0.7151
1368.0,21.4,1334.0,529.0,1547.0,1653.0,13.8,48.9,0.7699
1226.0,15.4,1161.0,606.0,1368.0,1442.0,13.3,50.9,0.7745
1225.0,14.5,1134.0,614.0,1352.0,1421.0,11.5,57.3,0.7786
1190.0,11.4,1028.0,654.0,1287.0,1329.0,10.7,59.8,0.7674
1128.0,7.8,889.0,743.0,1160.0,1212.0,10.0,61.8,0.7576
1105.0,7.6,883.0,747.0,1180.0,1179.0,9.9,62.1,0.7566
1152.0,9.5,959.0,689.0,1232.0,1231.0,9.3,64.5,0.7554
1141.0,9.7,967.0,698.0,1245.0,1214.0,9.1,65.7,0.7607
1121.0,8.1,901.0,712.0,1215.0,1134.0,8.9,71.8,0.818
1043.0,5.9,805.0,798.0,1155.0,992.0,9.1,72.9,0.8429
1090.0,6.6,841.0,757.0,1202.0,989.0,8.7,77.6,0.8753
982.0,4.8,752.0,844.0,1153.0,897.0,9.0,77.3,0.8873
974.0,4.6,743.0,864.0,1155.0,885.0,9.1,77.3,0.8944
1118.0,8.4,915.0,731.0,1289.0,1059.0,9.3,76.9,0.9007
1508.0,23.1,1379.0,496.0,1767.0,1567.0,10.0,75.0,0.9179
1521.0,26.6,1470.0,456.0,1857.0,1727.0,10.6,72.7,0.9272
1562.0,26.1,1458.0,458.0,1770.0,2021.0,12.4,64.8,0.931
1392.0,16.4,1192.0,543.0,1508.0,1795.0,13.7,59.9,0.9335
1439.0,18.9,1267.0,522.0,1586.0,1852.0,14.9,57.0,0.9564
1539.0,22.7,1371.0,488.0,1712.0,1943.0,15.5,56.2,0.9814
1608.0,27.2,1483.0,446.0,1845.0,2058.0,15.8,56.3,1.0026
1589.0,24.1,1407.0,556.0,1757.0,1972.0,15.8,57.9,1.0292
1704.0,29.1,1531.0,507.0,1904.0,2098.0,15.7,58.9,1.0432
1822.0,36.0,1686.0,387.0,2077.0,2244.0,15.5,61.2,1.067
1956.0,45.2,1877.0,347.0,2338.0,2465.0,15.5,62.8,1.0979
1676.0,30.7,1568.0,444.0,1983.0,2096.0,15.6,64.9,1.1396
1834.0,37.7,1723.0,400.0,2204.0,2190.0,15.1,67.0,1.1394
1759.0,31.6,1588.0,437.0,1971.0,2234.0,14.6,67.7,1.1164
1518.0,19.9,1293.0,515.0,1602.0,2048.0,13.8,67.8,1.0609
1502.0,18.6,1256.0,560.0,1568.0,2044.0,13.4,69.0,1.0579
1499.0,16.9,1207.0,748.0,1530.0,1881.0,13.0,73.7,1.0957
1531.0,18.0,1238.0,619.0,1583.0,1774.0,12.7,77.5,1.1339
1424.0,14.9,1145.0,641.0,1482.0,1615.0,12.4,78.4,1.1269
1279.0,10.2,986.0,756.0,1362.0,1473.0,11.9,79.7,1.1075
1250.0,9.1,942.0,755.0,1323.0,1380.0,11.9,80.7,1.1199
1189.0,7.3,870.0,821.0,1272.0,1251.0,13.2,75.8,1.1459
1197.0,7.6,881.0,820.0,1295.0,1173.0,12.3,81.9,1.1674
1273.0,9.2,946.0,729.0,1349.0,1217.0,12.8,80.8,1.1898
1298.0,11.1,1017.0,727.0,1418.0,1193.0,13.7,76.3,1.1932
1453.0,16.3,1190.0,583.0,1644.0,1358.0,13.4,78.8,1.2104
1492.0,17.8,1233.0,561.0,1672.0,1481.0,13.8,77.8,1.2201
1481.0,16.7,1202.0,768.0,1639.0,1532.0,15.1,73.2,1.244
1524.0,17.6,1228.0,853.0,1646.0,1675.0,15.8,70.5,1.2557
1562.0,19.4,1280.0,479.0,1711.0,1709.0,15.4,73.3,1.27
1567.0,20.1,1300.0,473.0,1753.0,1743.0,15.6,71.4,1.2596
1568.0,19.4,1280.0,479.0,1703.0,1774.0,16.3,68.7,1.2596
1622.0,20.5,1312.0,477.0,1727.0,1804.0,16.4,68.2,1.2662
1515.0,18.7,1259.0,508.0,1695.0,1555.0,15.6,70.2,1.238
1603.0,24.5,1417.0,459.0,1871.0,1621.0,14.2,75.8,1.2202
1514.0,21.3,1334.0,489.0,1755.0,1614.0,14.0,74.6,1.1865
1567.0,23.5,1392.0,470.0,1821.0,1637.0,13.3,75.8,1.1506
1380.0,15.5,1163.0,573.0,1547.0,1485.0,13.7,72.5,1.1326
1214.0,9.9,972.0,663.0,1359.0,1280.0,12.8,73.8,1.0853
1225.0,10.1,982.0,656.0,1358.0,1236.0,11.2,78.3,1.0415
1250.0,10.3,989.0,665.0,1343.0,1204.0,10.6,79.4,1.0133
1143.0,7.6,882.0,738.0,1260.0,1069.0,10.8,77.5,1.0027
1046.0,6.1,817.0,790.0,1214.0,957.0,10.5,78.6,0.9976
953.0,4.2,722.0,911.0,1148.0,828.0,10.3,77.6,0.9743
913.0,3.1,659.0,1010.0,1121.0,748.0,10.3,74.9,0.9362
858.0,1.6,554.0,1207.0,1047.0,663.0,11.2,69.0,0.9159
848.0,1.7,560.0,1206.0,1045.0,644.0,8.9,77.1,0.8804
871.0,1.5,548.0,1197.0,1025.0,662.0,9.5,73.3,0.8719
909.0,2.6,624.0,1056.0,1073.0,736.0,8.6,77.2,0.8617
906.0,2.8,637.0,1024.0,1070.0,761.0,8.6,76.6,0.8586
859.0,1.9,573.0,1126.0,1039.0,696.0,9.7,72.0,0.8649
1028.0,5.2,773.0,877.0,1194.0,871.0,11.1,68.2,0.8979
1089.0,6.5,835.0,778.0,1216.0,1004.0,11.8,65.0,0.8966
1184.0,9.4,954.0,701.0,1313.0,1133.0,12.1,64.8,0.9135
1136.0,8.2,906.0,729.0,1274.0,1140.0,12.6,63.2,0.9209
1069.0,6.9,854.0,780.0,1242.0,999.0,13.4,61.9,0.9513
1214.0,8.6,922.0,741.0,1273.0,1124.0,13.3,63.3,0.9597
1212.0,8.6,926.0,720.0,1283.0,1193.0,11.2,70.9,0.9406
1218.0,10.1,981.0,677.0,1335.0,1258.0,9.6,76.5,0.9184
1279.0,12.6,1069.0,628.0,1418.0,1356.0,9.9,76.3,0.9296
1382.0,16.5,1196.0,573.0,1543.0,1468.0,10.4,74.6,0.9394
1292.0,13.0,1085.0,620.0,1438.0,1390.0,10.3,75.1,0.9399
1250.0,12.1,1054.0,634.0,1407.0,1348.0,10.4,75.4,0.947
1260.0,11.4,1030.0,639.0,1378.0,1355.0,10.5,75.4,0.9566
1203.0,10.3,988.0,658.0,1350.0,1315.0,10.2,78.4,0.9757
1146.0,8.0,900.0,718.0,1280.0,1183.0,9.9,80.5,0.984
1130.0,8.1,902.0,715.0,1289.0,1117.0,9.8,81.4,0.9855
1032.0,4.9,757.0,837.0,1182.0,1001.0,9.5,81.7,0.9693
993.0,4.2,720.0,891.0,1143.0,925.0,8.9,83.0,0.9487
987.0,4.9,759.0,856.0,1162.0,940.0,8.8,83.7,0.9529
1018.0,5.7,800.0,821.0,1185.0,956.0,8.7,84.2,0.9526
1129.0,9.8,971.0,707.0,1315.0,1064.0,8.7,83.7,0.9454
1440.0,20.6,1312.0,537.0,1657.0,1515.0,9.6,80.8,0.9687
1609.0,29.5,1540.0,486.0,1961.0,1803.0,11.3,75.3,1.0048
1573.0,28.3,1511.0,531.0,1916.0,1927.0,13.8,68.5,1.0718
1705.0,30.5,1562.0,473.0,1988.0,2197.0,14.9,64.9,1.0929
1551.0,23.0,1377.0,564.0,1734.0,2038.0,15.3,63.2,1.0898
1163.0,11.1,1016.0,781.0,1363.0,1339.0,18.6,49.1,1.0425
1186.0,12.8,1077.0,797.0,1404.0,1328.0,18.6,49.3,1.0451
1166.0,10.8,1007.0,775.0,1391.0,1227.0,18.4,49.9,1.0453
1200.0,11.4,1027.0,760.0,1416.0,1199.0,17.9,51.4,1.0488
1134.0,8.1,903.0,821.0,1299.0,1046.0,18.0,51.9,1.0622
1161.0,10.0,979.0,758.0,1375.0,1132.0,16.7,57.3,1.0813
1117.0,7.3,871.0,781.0,1320.0,986.0,17.3,57.0,1.1137
1114.0,7.3,872.0,857.0,1310.0,991.0,16.8,58.7,1.1109
1022.0,4.6,744.0,1224.0,1210.0,847.0,16.5,59.2,1.1021
996.0,4.0,710.0,1699.0,1182.0,783.0,16.3,59.7,1.0941
1002.0,3.9,704.0,1472.0,1202.0,752.0,16.0,61.6,1.1127
1032.0,3.6,688.0,1514.0,1200.0,737.0,15.6,66.6,1.1763
1052.0,5.1,766.0,1031.0,1302.0,796.0,13.8,80.4,1.2621
1014.0,4.5,737.0,1509.0,1288.0,765.0,13.2,84.4,1.2779
897.0,2.0,581.0,1184.0,1181.0,636.0,13.6,82.8,1.2845
878.0,1.2,518.0,1294.0,1149.0,539.0,13.8,81.3,1.2767
840.0,1.4,534.0,1268.0,1109.0,483.0,13.6,75.5,1.172
879.0,1.9,575.0,1262.0,1111.0,537.0,11.5,81.4,1.1025
999.0,3.6,690.0,1027.0,1192.0,707.0,11.8,80.7,1.1181
1251.0,11.0,1015.0,751.0,1453.0,1070.0,12.3,78.9,1.1283
1351.0,17.5,1226.0,648.0,1649.0,1248.0,13.0,76.0,1.1317
1312.0,15.9,1177.0,711.0,1588.0,1261.0,13.7,70.9,1.1076
1201.0,13.4,1098.0,763.0,1500.0,1209.0,14.0,70.9,1.1244
1120.0,8.8,932.0,897.0,1301.0,1039.0,14.6,65.9,1.088
1071.0,9.4,955.0,940.0,1311.0,977.0,14.9,59.9,1.0063
1085.0,9.7,967.0,943.0,1321.0,976.0,14.9,58.4,0.9839
1113.0,10.1,980.0,984.0,1311.0,995.0,15.3,54.3,0.9357
1310.0,20.2,1301.0,746.0,1694.0,1350.0,14.6,56.6,0.9367
1183.0,14.2,1122.0,897.0,1476.0,1215.0,12.6,62.0,0.9027
1362.0,22.8,1373.0,755.0,1698.0,1461.0,11.9,62.3,0.8674
1408.0,28.0,1502.0,640.0,1843.0,1598.0,11.6,64.3,0.8789
1471.0,30.3,1559.0,605.0,1939.0,1669.0,11.5,68.0,0.9207
1157.0,12.4,1063.0,905.0,1394.0,1223.0,10.7,73.9,0.9502
1061.0,8.0,899.0,1067.0,1277.0,939.0,9.6,83.0,0.9899
1006.0,6.5,836.0,1226.0,1210.0,902.0,9.6,79.9,0.9579
1039.0,7.5,880.0,1198.0,1251.0,933.0,9.8,79.4,0.9626
886.0,3.8,699.0,1900.0,1106.0,766.0,10.1,75.3,0.9322
900.0,3.8,701.0,1955.0,1127.0,749.0,9.1,80.0,0.9299
856.0,3.0,654.0,2042.0,1100.0,709.0,8.7,82.4,0.9294
857.0,2.8,638.0,2061.0,1083.0,746.0,8.5,81.7,0.9074
844.0,2.5,618.0,2095.0,1064.0,757.0,8.3,80.4,0.8861
927.0,3.3,671.0,2009.0,1098.0,792.0,8.9,79.2,0.9067
1007.0,7.0,857.0,1699.0,1248.0,921.0,8.7,80.8,0.9096
1318.0,18.1,1243.0,1261.0,1638.0,1318.0,9.0,79.8,0.9203
1396.0,24.6,1419.0,1104.0,1799.0,1547.0,9.5,78.3,0.9338
1337.0,19.7,1288.0,1192.0,1648.0,1516.0,10.4,76.0,0.9561
1202.0,13.0,1083.0,1376.0,1410.0,1340.0,11.0,74.4,0.9736
1309.0,17.1,1212.0,1267.0,1533.0,1556.0,13.8,63.6,0.9959
1351.0,19.3,1278.0,1249.0,1623.0,1582.0,13.6,65.6,1.0167
1501.0,28.4,1514.0,1090.0,1898.0,1791.0,13.7,66.5,1.038
1426.0,22.9,1375.0,1143.0,1751.0,1631.0,13.0,73.0,1.086
1544.0,25.7,1446.0,1070.0,1834.0,1679.0,12.7,77.1,1.1251
1566.0,26.8,1474.0,1049.0,1887.0,1681.0,12.3,79.7,1.1342
1547.0,29.2,1532.0,1009.0,1972.0,1718.0,12.3,78.8,1.1279
1124.0,11.9,1047.0,1401.0,1419.0,1193.0,12.5,72.6,1.0489
1090.0,10.1,981.0,1513.0,1390.0,1044.0,11.8,76.1,1.0544
1034.0,7.2,865.0,1732.0,1280.0,925.0,11.3,79.9,1.0697
1040.0,7.1,859.0,1705.0,1293.0,889.0,11.1,84.3,1.1137
1060.0,7.5,877.0,1648.0,1313.0,929.0,11.3,83.1,1.1089
1076.0,8.1,903.0,1627.0,1330.0,958.0,11.6,81.0,1.1082
975.0,5.5,787.0,1812.0,1238.0,844.0,11.7,77.8,1.0689
987.0,5.7,796.0,1789.0,1254.0,830.0,11.7,78.6,1.0813
928.0,3.8,699.0,1930.0,1198.0,785.0,11.9,78.2,1.0856
889.0,2.9,646.0,2047.0,1163.0,743.0,12.0,77.4,1.0825
880.0,2.4,610.0,2095.0,1150.0,711.0,12.0,78.0,1.094
919.0,4.0,711.0,1667.0,1195.0,819.0,12.4,75.3,1.0813
1073.0,7.2,867.0,768.0,1329.0,981.0,12.5,76.4,1.1021
1435.0,21.6,1341.0,501.0,1787.0,1480.0,12.9,73.8,1.0937
1477.0,27.9,1501.0,444.0,1972.0,1691.0,13.3,70.7,1.0749
1337.0,19.2,1275.0,525.0,1655.0,1548.0,14.3,66.1,1.0711
1308.0,16.4,1191.0,537.0,1559.0,1523.0,15.4,63.9,1.1071
1245.0,14.8,1143.0,569.0,1531.0,1406.0,15.9,62.7,1.1273
1295.0,16.8,1205.0,538.0,1579.0,1476.0,16.4,61.9,1.1465
1338.0,16.9,1208.0,539.0,1600.0,1481.0,18.0,58.0,1.1901
1405.0,19.0,1269.0,500.0,1735.0,1534.0,19.2,57.9,1.2757
1456.0,19.8,1291.0,490.0,1753.0,1592.0,18.1,62.1,1.2822
1516.0,24.8,1423.0,455.0,1881.0,1688.0,16.7,67.3,1.2707
1707.0,37.6,1721.0,375.0,2260.0,1940.0,15.8,70.7,1.2601
1816.0,43.9,1851.0,341.0,2405.0,2069.0,15.4,73.0,1.2688
1713.0,36.6,1699.0,371.0,2196.0,1943.0,15.4,73.0,1.2648
1646.0,30.8,1570.0,401.0,2049.0,1846.0,15.3,73.6,1.2691
1468.0,22.0,1351.0,472.0,1783.0,1611.0,15.1,74.3,1.2623
1443.0,20.9,1323.0,486.0,1760.0,1487.0,14.2,78.0,1.254
1289.0,13.1,1087.0,587.0,1515.0,1208.0,14.1,81.4,1.3066
1194.0,9.3,950.0,667.0,1433.0,1043.0,14.4,82.7,1.3496
1165.0,9.4,957.0,661.0,1452.0,979.0,14.1,84.1,1.3461
1003.0,4.7,747.0,843.0,1289.0,806.0,14.1,84.8,1.3544
986.0,3.8,700.0,883.0,1249.0,768.0,14.0,84.1,1.3389
930.0,2.5,623.0,975.0,1215.0,720.0,13.9,85.1,1.3449
988.0,4.0,709.0,897.0,1267.0,785.0,13.8,85.5,1.3469
1094.0,7.0,857.0,739.0,1378.0,903.0,13.8,85.3,1.3412
1528.0,21.1,1328.0,487.0,1839.0,1389.0,13.7,84.5,1.3202
1628.0,29.0,1528.0,416.0,2081.0,1649.0,13.9,83.9,1.3284
1555.0,23.0,1377.0,455.0,1834.0,1621.0,14.6,81.6,1.3448
1290.0,13.0,1084.0,586.0,1544.0,1362.0,15.8,74.7,1.3336
1280.0,14.9,1144.0,555.0,1599.0,1624.0,16.4,72.1,1.336
1302.0,15.7,1169.0,544.0,1636.0,1605.0,16.8,70.3,1.3341
1332.0,18.1,1242.0,524.0,1716.0,1608.0,17.9,66.3,1.3499
1332.0,15.5,1163.0,548.0,1664.0,1522.0,18.8,62.7,1.3506
1493.0,23.8,1399.0,466.0,1893.0,1708.0,19.0,61.6,1.3407
1648.0,32.6,1612.0,401.0,2177.0,1885.0,17.7,68.3,1.3713
1482.0,24.0,1404.0,463.0,1883.0,1657.0,16.5,71.7,1.3358
1501.0,23.6,1392.0,476.0,1832.0,1645.0,15.7,72.7,1.2872
1601.0,30.7,1568.0,422.0,2111.0,1729.0,15.0,74.4,1.2593
1421.0,20.9,1320.0,496.0,1804.0,1556.0,14.6,75.2,1.2405
1232.0,12.7,1074.0,606.0,1504.0,1317.0,14.0,75.7,1.2051
1270.0,14.0,1117.0,586.0,1528.0,1290.0,13.1,78.7,1.1817
1257.0,13.7,1108.0,592.0,1520.0,1287.0,12.6,78.4,1.1419
1246.0,12.8,1077.0,621.0,1462.0,1235.0,12.8,77.9,1.1438
1166.0,11.0,1013.0,643.0,1408.0,1144.0,12.1,79.4,1.1201
1062.0,8.2,906.0,724.0,1305.0,1004.0,11.6,80.1,1.0899
1005.0,6.4,829.0,779.0,1246.0,944.0,11.6,79.7,1.0858
1032.0,6.8,848.0,751.0,1266.0,972.0,11.4,81.1,1.0928
1034.0,7.4,876.0,740.0,1305.0,968.0,11.5,81.7,1.1033
1024.0,6.2,822.0,800.0,1266.0,954.0,12.4,77.1,1.1072
1243.0,13.7,1108.0,595.0,1539.0,1201.0,12.3,79.0,1.1293
1148.0,9.6,963.0,680.0,1395.0,1017.0,12.2,83.9,1.189
1182.0,10.4,994.0,654.0,1431.0,1039.0,12.2,85.1,1.2079
1015.0,6.5,835.0,796.0,1263.0,911.0,12.4,80.1,1.1462
1175.0,10.6,1002.0,668.0,1422.0,1059.0,13.0,77.8,1.1641
1224.0,11.9,1046.0,630.0,1476.0,1213.0,11.8,86.5,1.1981
1123.0,8.4,916.0,709.0,1346.0,1003.0,11.9,85.7,1.1912
1187.0,9.6,961.0,685.0,1408.0,1017.0,11.9,88.7,1.2352
1116.0,7.1,860.0,758.0,1316.0,937.0,12.3,87.0,1.2422
1131.0,8.3,912.0,728.0,1356.0,987.0,12.7,84.4,1.2352
1215.0,10.9,1012.0,653.0,1441.0,1131.0,13.1,81.7,1.2284
1077.0,6.9,852.0,773.0,1302.0,969.0,13.1,80.4,1.2038
1210.0,10.6,1000.0,679.0,1456.0,1062.0,13.4,79.9,1.2254
1181.0,9.4,956.0,689.0,1400.0,1058.0,13.8,76.8,1.206
1088.0,6.9,851.0,766.0,1307.0,959.0,14.0,75.9,1.2064
1054.0,5.6,794.0,830.0,1282.0,887.0,13.5,78.3,1.2097
1096.0,6.3,826.0,795.0,1285.0,911.0,13.0,79.2,1.182
1042.0,6.5,834.0,808.0,1267.0,914.0,12.4,77.5,1.1115
887.0,3.4,679.0,969.0,1132.0,786.0,12.3,71.2,1.0175
884.0,3.0,651.0,1034.0,1105.0,741.0,12.2,69.6,0.986
862.0,2.8,639.0,1033.0,1100.0,727.0,12.3,67.5,0.9624
821.0,2.0,584.0,1132.0,1070.0,686.0,12.7,65.6,0.9566
797.0,1.5,543.0,1235.0,1047.0,648.0,12.5,65.9,0.9533
802.0,1.4,538.0,1237.0,1042.0,645.0,12.4,65.4,0.9426
848.0,1.9,578.0,1160.0,1068.0,679.0,13.2,62.5,0.943
863.0,2.4,610.0,1088.0,1086.0,696.0,13.1,62.4,0.9366
889.0,3.1,661.0,1001.0,1115.0,735.0,12.9,64.7,0.9564
969.0,4.4,733.0,901.0,1191.0,803.0,13.0,67.6,1.009
1013.0,5.6,795.0,826.0,1257.0,848.0,13.0,69.7,1.0403
1100.0,6.7,842.0,774.0,1296.0,882.0,12.0,80.0,1.1167
1019.0,5.5,788.0,828.0,1267.0,812.0,11.4,83.7,1.1278
1061.0,7.7,887.0,745.0,1367.0,889.0,12.0,80.8,1.1264
