Class,Concentration,Sensor1_DR,Sensor1_ADR,Sensor1_P_EMA,Sensor2_M_EMA,Sensor2_DR,Sensor2_ADR,Sensor2_P_EMA,Sensor2_M_EMA,Sensor3_DR,Sensor3_ADR,Sensor3_P_EMA,Sensor3_M_EMA,Sensor4_DR,Sensor4_ADR,Sensor4_P_EMA,Sensor4_M_EMA,Sensor5_DR,Sensor5_ADR,Sensor5_P_EMA,Sensor5_M_EMA,Sensor6_DR,Sensor6_ADR,Sensor6_P_EMA,Sensor6_M_EMA,Sensor7_DR,Sensor7_ADR,Sensor7_P_EMA,Sensor7_M_EMA,Sensor8_DR,Sensor8_ADR,Sensor8_P_EMA,Sensor8_M_EMA,Sensor9_DR,Sensor9_ADR,Sensor9_P_EMA,Sensor9_M_EMA,Sensor10_DR,Sensor10_ADR,Sensor10_P_EMA,Sensor10_M_EMA,Sensor11_DR,Sensor11_ADR,Sensor11_P_EMA,Sensor11_M_EMA,Sensor12_DR,Sensor12_ADR,Sensor12_P_EMA,Sensor12_M_EMA,Sensor13_DR,Sensor13_ADR,Sensor13_P_EMA,Sensor13_M_EMA,Sensor14_DR,Sensor14_ADR,Sensor14_P_EMA,Sensor14_M_EMA,Sensor15_DR,Sensor15_ADR,Sensor15_P_EMA,Sensor15_M_EMA,Sensor16_DR,Sensor16_ADR,Sensor16_P_EMA,Sensor16_M_EMA
6,95,16962.9727,11.086689,6.20972,-3.66113,66663.0449,14.431726,35.193374,-15.366605,10746.1338,2.375357,9.931186,-5.167769,10875.0244,2.284135,9.711959,-5.247206,3245.0331,2.656369,2.739874,-1.428592,3130.2341,2.609808,2.759913,-1.37388,18059.419,3.391413,14.443942,-8.629113,18810.0196,3.329307,15.222727,-9.23309,46919.9531,7.397257,18.15714,-8.960458,27198.0014,4.824336,10.565213,-5.234373,15830.27,3.47883,9.899265,-5.4902,16645.8178,3.402704,8.643121,-5.803555,5433.9009,3.110918,4.931933,-2.093794,5286.8581,3.04806,5.213091,-1.907461,22341.5805,4.220508,15.848407,-9.217026,22461.293,4.750316,13.805831,-8.870519
6,85,15812.7696,4.434141,5.757473,-3.801546,62086.8565,7.575738,34.189924,-15.357621,11101.1885,3.541932,6.70892,-4.31024,11571.6728,3.49273,6.711163,-4.146678,3187.7249,2.858591,2.568988,-1.324787,3034.375,2.79484,2.670514,-1.31645,17568.3086,4.37192,11.284302,-7.217457,18708.3833,4.422232,12.081944,-7.94396,42687.5009,4.652243,17.776377,-9.006934,24473.8154,3.508524,10.045707,-5.036602,13165.6231,3.614315,6.653639,-4.286797,14011.5156,3.872204,6.231359,-4.686628,5240.7466,3.331726,4.701417,-1.875592,5073.5774,3.293115,4.764939,-1.703086,19423.2998,4.282343,11.279158,-7.326794,19347.7573,4.602941,10.153645,-7.412123
3,200,738.4233,1.33692,0.506169,-0.558754,8587.8017,2.517952,4.102234,-2.774212,14623.2207,2.921546,5.918303,-3.969831,16216.3438,2.975752,6.501375,-4.253848,2691.0686,2.379998,2.114599,-1.153246,2709.0293,2.406948,2.126769,-1.07998,13108.7519,2.75079,7.265052,-4.301475,14867.3901,2.859118,7.918737,-4.780629,2382.0219,1.294721,1.397143,-0.717588,2632.0122,1.348459,1.31612,-0.722846,9259.0151,2.433298,4.145548,-2.757062,10123.9932,2.45485,3.91979,-2.936238,4514.2925,2.738874,3.341188,-1.528362,5099.4595,2.962129,3.428945,-1.659847,9724.8608,2.37579,5.667715,-3.510851,8381.627,2.36717,5.011829,-2.958434
6,45,10464.2371,7.117061,3.423665,-2.336534,50016.351,10.963082,23.803926,-12.13465,6739.6196,1.868186,6.140557,-3.435977,6789.1592,1.806205,6.396413,-3.436899,2304.3652,2.17107,2.131213,-1.126485,2250.6353,2.159111,2.178524,-1.051261,11394.4634,2.504345,9.871062,-5.312395,11940.5552,2.471646,10.88671,-5.975381,34194.3189,5.630915,12.332551,-7.130999,19586.5786,3.761851,7.544022,-3.6188,10852.2915,2.688681,6.308538,-3.650928,10612.5532,2.528859,5.673994,-3.757851,3900.5161,2.502452,3.770003,-1.541512,3868.1367,2.484364,3.955085,-1.469389,14879.8618,3.127527,10.328167,-5.95987,14262.6934,3.363463,9.00133,-5.397492
6,65,14308.4588,5.069102,5.079354,-3.270239,57738.2837,8.140982,30.027458,-14.200571,9669.4155,3.312419,5.963768,-3.560662,10062.0396,3.242754,5.91049,-3.485208,2835.1514,2.687871,2.459029,-1.196913,2731.9566,2.642916,2.426166,-1.228951,15146.7031,4.03712,10.044754,-5.982446,15838.375,4.014111,10.858139,-6.439014,39698.6982,4.780402,15.754526,-8.706201,22772.5645,3.595271,9.154799,-4.753973,11532.6685,3.378972,5.636214,-3.653333,11938.918,3.573002,5.498945,-3.854159,4650.458,3.112994,4.43523,-1.699613,4565.469,3.111686,4.461035,-1.57865,16667.2315,3.961055,9.784965,-6.396148,16492.5713,4.265398,8.789295,-6.081577
6,15,5506.9591,4.325436,1.823625,-1.241535,29471.3691,6.865444,14.071577,-7.765903,3059.8804,1.428355,3.860084,-1.925884,3109.8086,1.406263,3.690238,-1.882996,1315.5259,1.692613,1.707526,-0.756399,1298.0744,1.688095,1.855717,-0.738618,5476.8115,1.761486,6.881321,-2.627716,5675.4204,1.743746,7.436831,-2.820563,20430.8042,3.797163,7.787264,-4.300136,12394.9877,2.816595,5.03441,-2.27674,5253.0454,1.839204,3.543418,-1.687514,4709.4478,1.709154,3.538479,-1.725287,2311.5996,1.930881,3.031189,-0.899704,2305.3697,1.923933,3.070862,-0.90758,7068.9311,2.044731,6.53977,-2.53254,6706.6783,2.144487,5.767992,-2.318126
6,50,13548.2321,5.95748,4.855055,-2.860716,53474.7109,8.95948,27.790723,-12.96003,8675.176,3.232598,5.400799,-3.150779,8946.2276,3.14014,5.506261,-3.190371,2566.3168,2.56346,2.383705,-1.153243,2460.8903,2.504485,2.342498,-1.075623,13333.7905,3.900358,9.230029,-5.127968,13996.7217,3.874051,9.885672,-5.68238,36689.5137,4.987731,14.376608,-7.646472,21066.439,3.719674,8.45283,-4.058984,10255.8584,3.286999,5.101002,-3.318687,10429.9209,3.494878,4.948482,-3.238813,4224.0124,3.002824,4.202924,-1.452258,4216.5953,3.033492,4.266657,-1.401935,14800.2364,3.895946,8.896533,-5.361648,14358.2378,4.155226,8.039932,-4.853708
3,220,1378.2792,1.692953,0.690025,-0.68602,10066.1157,2.833106,4.828351,-3.001678,16291.7627,3.134561,7.245996,-4.903939,18024.5508,3.182247,7.730813,-5.022312,2960.4073,2.500556,2.451643,-1.320928,3021.2303,2.544518,2.340802,-1.245089,14463.9937,2.90833,8.994909,-5.053671,16326.1704,3.010839,9.616725,-5.807645,2986.4332,1.379555,1.525096,-0.807837,3187.9219,1.434973,1.477947,-0.705541,10546.0263,2.6408,5.18559,-3.29915,11410.2319,2.642336,4.845764,-3.390038,5075.2387,2.951064,3.809587,-1.746127,5703.1167,3.173401,3.994075,-1.897694,10980.9189,2.554008,7.264577,-4.326529,9457.8549,2.549772,6.353456,-3.464233
6,40,10432.337,7.08729,3.521628,-2.2774,47393.0713,10.646495,22.404647,-11.840724,6335.4414,1.805722,5.774205,-3.268485,6354.6338,1.745949,6.071481,-3.358877,2193.7394,2.116835,2.172851,-1.031795,2121.5775,2.092775,2.071002,-1.047446,10763.5801,2.414656,9.40207,-4.866606,11115.8047,2.364419,10.082859,-5.460565,32360.3618,5.469648,11.530793,-6.625191,18595.7944,3.66402,6.995369,-3.349369,10598.1279,2.662382,5.964166,-3.36012,10090.3936,2.449729,5.353434,-3.434435,3682.042,2.424953,3.737166,-1.396401,3650.4314,2.395416,3.81211,-1.390565,14427.3906,3.078289,9.610054,-5.452769,13638.2617,3.274149,8.509875,-4.99082
6,35,10776.3242,4.052474,3.75468,-2.473317,45041.1098,6.76007,22.381424,-11.680082,6713.6845,2.60997,4.332299,-2.519261,6970.4663,2.563287,4.389559,-2.395557,2159.7522,2.289188,2.10122,-0.918161,2122.9166,2.286066,2.048095,-0.946367,10483.415,3.119576,7.724843,-4.033877,11048.7422,3.114335,8.434903,-4.505789,30258.9766,3.948303,11.684118,-6.626117,17269.0957,3.00708,7.030264,-3.467985,7735.1138,2.599038,4.077261,-2.478815,7899.436,2.711945,3.954709,-2.493485,3622.4009,2.678474,3.726311,-1.278421,3599.2402,2.684048,3.667398,-1.244865,11248.1885,2.997617,7.218392,-4.149521,10939.6572,3.178504,6.490847,-3.750178
3,130,439.5655,1.228098,0.409181,-0.4261,6464.6426,2.231492,3.092268,-2.173087,10362.3687,2.317071,3.488053,-2.78302,11430.4775,2.343017,4.023308,-2.909322,2040.5483,2.032348,1.528317,-0.88769,2065.9995,2.059206,1.555854,-0.838135,9748.4468,2.272349,4.502747,-2.748134,11059.0352,2.348287,4.840171,-3.37002,1711.3916,1.221966,1.221796,-0.604141,1941.7798,1.269729,1.177888,-0.562609,6410.1152,1.996771,2.370268,-1.804503,6998.1104,2.002679,2.228099,-1.928161,3409.0227,2.303135,2.313179,-1.061878,3799.0832,2.442086,2.365409,-1.169547,6808.9399,1.967287,3.256928,-2.265306,5905.3115,1.970398,2.812488,-1.827207
6,75,15203.9273,10.636054,5.430061,-3.261733,60737.2636,13.443108,31.131274,-13.910631,9615.1045,2.244187,8.812018,-4.434624,9738.3105,2.167545,8.6779,-4.552886,2958.9783,2.514315,2.579425,-1.327138,2827.7579,2.457034,2.474764,-1.287436,15954.3692,3.118846,12.960577,-7.294627,16486.3633,3.046542,13.749895,-8.155807,42501.8858,6.945485,15.915,-8.439907,24455.9351,4.595871,9.339328,-4.493491,14590.7696,3.301544,8.778133,-4.750161,14960.7524,3.169828,7.700601,-4.991271,4876.0264,2.887025,4.645754,-1.777098,4796.9717,2.84098,4.805621,-1.742296,20317.4151,3.938405,14.213104,-7.853354,20168.2636,4.37542,12.385244,-7.616895
6,90,17153.375,4.935013,6.485781,-3.853454,63309.1211,8.055578,35.032235,-16.171567,11839.0869,3.790702,6.827423,-4.578052,12160.8389,3.676196,6.964153,-4.415061,3257.5211,2.919755,2.639941,-1.403399,3114.7145,2.855041,2.702989,-1.351717,18405.4351,4.611078,11.460388,-7.609844,19447.1455,4.615491,12.378182,-8.463159,43820.1621,4.902017,18.183991,-8.96182,25119.8682,3.694871,10.131307,-5.02599,13993.0694,3.81611,6.889672,-4.65417,14945.5484,4.093965,6.461843,-4.907189,5341.6142,3.419035,4.820733,-1.921848,5220.8594,3.392941,4.865577,-1.771214,20576.8657,4.498447,11.628049,-7.996372,20709.1357,4.906861,10.483623,-7.781992
3,230,971.2998,1.428517,0.590172,-0.649943,8932.1104,2.610274,4.306356,-3.144654,15750.8545,3.042065,6.741048,-4.560628,17408.2969,3.093152,7.49787,-4.920494,2882.4567,2.456564,2.29948,-1.201326,2903.0213,2.490287,2.346065,-1.168647,13980.2627,2.833164,8.42243,-4.836126,15744.8721,2.932491,8.819911,-5.400239,2612.7851,1.326182,1.410014,-0.735479,2940.5483,1.400472,1.412961,-0.685969,10118.7832,2.556061,4.862111,-3.104511,10972.8062,2.557556,4.604607,-3.265859,4900.6595,2.886949,3.631263,-1.641612,5501.2583,3.087387,3.733899,-1.820747,10478.542,2.465818,6.567221,-3.802288,9025.4087,2.453915,5.739653,-3.282899
6,80,15065.7571,9.384855,5.378723,-3.217838,61464.2095,13.552138,32.176133,-14.157882,9514.8281,2.211106,8.515681,-4.735527,9640.8545,2.138179,8.608804,-4.607076,2982.7826,2.519618,2.514172,-1.388345,2892.7772,2.490358,2.530342,-1.25913,16084.3013,3.110735,12.90225,-7.333284,16740.1636,3.055733,13.807748,-8.010556,42851.9341,6.878968,16.172894,-8.382233,24601.0146,4.547396,9.515743,-4.555597,14557.5141,3.274858,8.951577,-4.917689,15108.0845,3.159143,7.608969,-5.234492,4966.6275,2.924199,4.615422,-1.850637,4829.5849,2.845794,4.85375,-1.802227,20583.8472,3.948827,14.355456,-7.836883,20447.6221,4.376174,12.611628,-7.787328
6,55,12756.3633,3.894805,4.393447,-3.090573,52753.9824,6.793534,27.384182,-13.597956,8554.8247,3.005439,5.194125,-3.218497,8856.3877,2.9521,5.116195,-3.09334,2638.6401,2.560352,2.372414,-1.103518,2535.7479,2.513024,2.260535,-1.097051,13609.2964,3.648445,9.045626,-5.216361,14298.5337,3.654302,9.841177,-5.691638,35711.4599,4.15472,14.09353,-7.657545,20150.0351,3.135659,7.954427,-4.157641,10040.6274,3.02707,4.956823,-3.191892,10534.2315,3.164512,4.885511,-3.370532,4326.0315,2.959759,4.114975,-1.48563,4252.7657,2.937627,4.09808,-1.403356,14848.6138,3.506646,8.741504,-5.348182,14555.7232,3.698955,7.967713,-5.1218
3,180,615.6753,1.286076,0.464747,-0.541929,7324.3086,2.374238,3.577428,-2.544453,13178.2466,2.689088,5.266551,-3.707659,14607.377,2.733473,5.704518,-3.872903,2497.186,2.282102,1.966607,-1.026231,2519.5127,2.300073,1.958364,-1.02182,11865.9678,2.560681,6.25794,-3.973715,13504.7759,2.67091,6.898178,-4.500184,2042.9438,1.261676,1.308163,-0.647004,2322.9483,1.321642,1.252733,-0.619069,8267.0161,2.28798,3.560479,-2.521737,9030.2705,2.286734,3.395769,-2.583735,4175.5183,2.615123,3.011244,-1.403035,4679.2947,2.780064,3.069049,-1.50344,8621.8428,2.227465,4.823619,-3.266974,7383.1441,2.205301,4.20457,-2.662874
6,25,7757.9506,5.477688,2.5567,-1.73592,37552.27,8.795268,17.364664,-9.326773,4304.5962,1.554291,4.686109,-2.434745,4286.6748,1.511951,4.731306,-2.526213,1699.2776,1.870156,1.933117,-0.857965,1704.0962,1.883437,1.867875,-0.888423,7684.2344,2.022281,7.919886,-3.702699,7956.874,1.988902,8.55792,-4.05658,25804.2041,4.606547,9.216529,-5.267903,15106.2095,3.21694,5.81304,-2.827069,7497.1309,2.186332,4.661475,-2.330324,6958.726,2.005999,4.3109,-2.461185,2902.853,2.136183,3.351349,-1.093269,2900.5871,2.120628,3.428416,-1.077036,10291.8921,2.494191,8.096768,-3.65953,9689.6963,2.618656,7.249547,-3.269442
6,220,1837.9851,1.590886,1.737089,-0.693031,9977.2188,2.397559,12.329189,-2.784911,1063.0728,1.261417,2.558001,-0.797116,1141.81,1.263675,2.500316,-0.815937,546.2826,1.330983,1.647306,-0.538781,561.1439,1.345478,1.747972,-0.515107,1830.8458,1.382092,5.328151,-1.121582,1945.6128,1.385216,5.777821,-1.106245,7111.2833,1.738209,6.629103,-1.679303,4807.5508,1.593847,4.373765,-1.189394,1010.9726,1.215166,2.038423,-0.645101,1047.3243,1.235839,2.403931,-0.623712,976.7192,1.462328,2.89134,-0.483624,969.3542,1.459725,2.810298,-0.490953,1623.2026,1.299626,4.683655,-0.84688,1721.1821,1.358459,4.307094,-0.814382
3,10,27.9673,1.009432,0.447241,-0.620444,7622.6977,2.23969,2.969611,-2.700043,18098.3984,6.855188,7.224078,-3.908876,19868.32,6.98593,7.665247,-4.067977,2970.577,2.92572,2.368998,-1.04198,2964.6305,2.935456,2.220853,-1.064156,16042.1592,5.284715,9.038886,-4.221457,18006.8623,5.539744,9.613364,-4.68339,1686.5351,1.201791,1.052308,-0.659307,2580.2451,1.369048,1.286148,-0.616908,11598.6819,4.377687,4.584155,-2.796097,13054.2043,5.066651,4.775143,-2.808934,4909.7766,3.500164,3.62943,-1.489353,5471.7829,3.835318,3.715127,-1.60969,12109.489,3.969805,6.155562,-3.272938,10233.0673,3.752787,5.394651,-2.783957
3,90,320.552,1.188861,0.319869,-0.390743,4190.7358,1.820593,2.533098,-1.495617,6802.8403,1.891196,2.396925,-1.890462,7534.9053,1.912257,2.555877,-2.074878,1573.8651,1.812214,1.114998,-0.758263,1599.8897,1.834419,1.170879,-0.709723,7389.669,1.997186,2.745922,-2.223023,8436.8227,2.067105,3.032736,-2.413415,1421.1821,1.190799,1.188595,-0.553005,1505.497,1.214218,1.078824,-0.521695,4337.5513,1.690856,1.536218,-1.217437,4437.4116,1.649815,1.388237,-1.200956,2574.122,2.006102,1.649214,-0.800727,2820.7039,2.094232,1.682004,-0.881084,4951.52,1.725836,1.979482,-1.538989,4271.9781,1.722677,1.774802,-1.292267
3,140,965.8503,1.646116,0.496527,-0.508255,7116.1949,2.463167,3.379584,-2.197043,11113.1387,2.487123,4.095677,-3.040907,12485.5747,2.553992,4.360735,-3.326272,2160.7849,2.122214,1.752482,-0.989685,2176.5107,2.145497,1.671842,-0.998313,10417.1914,2.424876,4.630785,-3.208863,11653.5376,2.487849,5.040343,-3.714847,2290.8115,1.324433,1.438557,-0.633974,2413.3291,1.360579,1.309769,-0.603735,6896.794,2.108797,2.603479,-1.939674,7516.9111,2.114024,2.497846,-1.981471,3601.3679,2.428177,2.460601,-1.20331,3988.2324,2.567766,2.516937,-1.234283,7319.3037,2.084298,3.470718,-2.507471,6329.355,2.087525,3.147964,-2.113752
3,20,285.1123,1.196214,0.328664,-0.332683,3218.9751,1.68438,1.85669,-1.154778,4119.3199,1.53339,1.782374,-1.365418,4531.3701,1.544703,1.97789,-1.433078,1219.3984,1.629739,0.84681,-0.682753,1213.6077,1.632573,0.816789,-0.6257,5347.1938,1.717688,2.005965,-1.550738,5968.25,1.749713,2.233977,-1.763907,1360.2036,1.198237,0.974368,-0.471051,1295.2358,1.195781,0.774338,-0.473286,2812.2422,1.449735,1.063824,-0.869349,2639.0468,1.387377,1.087448,-0.823003,2015.2517,1.797564,1.090009,-0.676607,2189.6763,1.851905,1.127943,-0.680833,3499.0279,1.514235,1.4148,-1.100081,3144.9897,1.537477,1.171227,-0.925141
3,70,663.2637,1.49367,0.385763,-0.383513,5489.2412,2.190331,2.733434,-1.757897,8180.6099,2.127728,2.771905,-2.052385,9101.2144,2.168919,2.977369,-2.192301,1773.5493,1.944858,1.238969,-0.75539,1778.4758,1.956478,1.15182,-0.775596,8342.2861,2.163238,3.151391,-2.438295,9498.2153,2.242898,3.498677,-2.564812,1978.8422,1.297492,1.220496,-0.589776,1989.5342,1.31252,1.083889,-0.512043,5088.6197,1.835731,1.701872,-1.334036,5316.6836,1.805994,1.649905,-1.348757,2899.5572,2.178102,1.763732,-0.847409,3213.5276,2.297266,1.773033,-0.893542,5586.9805,1.848064,2.109088,-1.632844,4843.958,1.85037,1.882221,-1.408092
3,50,1753.8782,2.33362,0.742528,-0.669812,9297.8457,3.01987,4.370845,-2.609655,14870.8584,2.976918,6.298019,-4.34038,16571.9292,3.04622,6.729246,-4.207454,2823.44,2.479868,2.23026,-1.119805,2830.2303,2.510575,2.208449,-1.11899,13348.5879,2.842982,7.424846,-4.59534,15181.9561,2.953774,8.310413,-4.994471,3313.8501,1.498293,1.620666,-0.675232,3278.227,1.506847,1.474142,-0.628693,9471.0938,2.535946,4.425605,-2.884003,10295.4966,2.529228,4.22803,-2.940673,4756.2144,2.917874,3.310212,-1.600856,5320.551,3.12952,3.505963,-1.741472,9880.691,2.487846,5.90383,-3.57263,8509.8584,2.485964,5.168149,-2.989713
6,100,18555.969,14.85879,7.069026,-3.997138,66611.3316,15.95281,35.743094,-15.065631,11525.3344,2.482613,10.43617,-5.259839,11623.5078,2.374859,10.10921,-5.182235,3360.8433,2.735239,2.695855,-1.485024,3199.0587,2.676744,2.941898,-1.433067,18957.2207,3.550667,15.213875,-8.571712,19796.1787,3.483457,15.850125,-8.968107,47247.2661,8.144562,18.04861,-9.213219,27185.3916,5.154153,10.446147,-4.92837,17238.524,3.758499,10.494123,-5.472954,17789.5342,3.609679,8.858474,-5.902777,5564.0613,3.207183,5.19207,-2.026276,5397.7566,3.128271,5.457212,-1.932834,24007.1309,4.568523,16.637475,-9.332587,23852.688,5.113375,14.426546,-9.105419
6,1,321.2744,1.066342,1.441439,-0.526654,4166.7041,1.444305,10.86339,-1.789656,394.9727,1.092282,2.285123,-0.663133,412.8433,1.090346,2.248632,-0.736797,331.0171,1.195746,1.589862,-0.43507,303.3001,1.180829,1.69124,-0.454896,820.8721,1.160502,4.923817,-0.88015,882.8779,1.163694,5.371072,-0.973477,2966.8701,1.256713,5.593033,-1.208445,1999.2588,1.207756,3.708282,-0.907898,310.5659,1.061791,1.95681,-0.565872,275.6158,1.056607,2.273746,-0.517022,582.9414,1.26642,2.723265,-0.432705,577.4446,1.265137,2.691736,-0.376928,595.4673,1.100341,4.197244,-0.61933,615.3691,1.114504,3.861509,-0.633044
3,120,305.7271,1.084398,0.660381,-0.834315,9527.794,2.484001,4.047211,-3.127558,22359.8785,8.162596,10.964408,-5.467693,24525.7744,8.334158,12.084938,-5.625997,3672.894,3.342071,3.109271,-1.38604,3697.9215,3.410437,3.044944,-1.334338,19583.1738,6.204382,13.488194,-5.628169,21902.2522,6.480932,14.717221,-6.370828,2448.834,1.286539,1.175992,-0.839892,3395.6757,1.478077,1.43113,-0.716301,14641.3742,5.171535,7.540118,-3.831847,16347.4133,5.933301,7.623646,-3.892116,6214.339,4.175016,5.029671,-1.988275,7034.8465,4.666356,5.185643,-2.099938,15111.3047,4.616948,9.999641,-4.75639,12828.1128,4.355057,8.663853,-4.051634
6,5,3336.7451,3.164006,1.609595,-0.809622,15688.8066,4.30211,10.890032,-3.80807,1273.0645,1.188607,3.048056,-1.351417,1251.4541,1.17357,3.086231,-1.350191,728.8056,1.39307,1.624889,-0.567837,774.9612,1.423015,1.659294,-0.575458,2622.4746,1.383802,5.903383,-1.623365,2744.8291,1.378158,6.455497,-1.717993,11758.0816,2.709703,6.117452,-2.224661,7674.2998,2.184746,4.072647,-1.388418,2696.7916,1.449029,2.704752,-1.021826,2190.7706,1.346473,2.861152,-1.006868,1332.0518,1.556798,2.833539,-0.632401,1366.1138,1.570142,2.814379,-0.578813,3632.1953,1.561115,5.515385,-1.365121,3415.8574,1.609086,4.910603,-1.270199
6,10,6604.4775,3.918483,2.911822,-1.439925,24700.7593,5.200464,15.658388,-6.35205,3266.5376,1.872606,3.46425,-1.277959,3438.6028,1.856661,3.402742,-1.316796,1206.7655,1.761251,1.778505,-0.630757,1210.5,1.764766,1.846689,-0.698898,5010.8428,2.159198,6.264568,-1.972149,5312.9111,2.156708,6.861849,-2.00234,17162.2813,3.096371,8.356704,-3.575785,10759.6791,2.54101,5.427598,-1.985082,3546.9844,1.821313,2.860004,-1.111016,3484.8882,1.886722,2.997273,-1.100136,2052.2921,2.009655,3.295621,-0.737788,2069.8294,2.038442,3.326684,-0.754161,5058.1055,2.052715,5.737903,-1.658599,4873.1123,2.14699,5.231064,-1.574919
3,220,1687.4874,2.044725,0.761624,-0.678784,9483.626,2.828656,4.616448,-2.618697,15282.1997,3.037685,6.498966,-4.310902,16888.77,3.087128,7.142459,-4.682731,2849.6477,2.465509,2.257959,-1.222282,2850.1747,2.479718,2.25979,-1.186043,13565.5977,2.834979,8.017535,-4.754327,15277.1357,2.926042,8.752192,-5.180225,2908.3515,1.393929,1.475966,-0.729925,3047.6636,1.437341,1.388429,-0.658942,9694.5703,2.547804,4.641921,-3.158986,10572.999,2.558911,4.409704,-3.151728,4790.9781,2.887312,3.450746,-1.624414,5377.9055,3.098387,3.74331,-1.776155,10174.9326,2.494048,6.452733,-3.809138,8794.937,2.496555,5.608309,-3.215917
6,60,14493.0454,10.870969,5.234659,-3.019694,55566.6933,12.587998,27.46587,-13.473631,8546.4638,2.106565,7.541253,-4.130923,8607.706,2.029221,7.644225,-4.118283,2671.1983,2.366387,2.357681,-1.186298,2587.0496,2.346023,2.443119,-1.259584,13987.6767,2.88102,11.648474,-6.514295,14703.8027,2.842059,12.444089,-7.051788,38404.2237,6.504352,14.078262,-7.754583,21974.832,4.232373,8.370894,-4.13593,13603.1455,3.193916,7.732763,-4.446312,13356.6489,2.963095,6.778812,-4.491017,4478.9956,2.756261,4.256707,-1.671707,4398.3586,2.713432,4.49275,-1.640746,18601.5547,3.745258,12.30756,-7.154132,17879.6729,4.054986,10.836591,-6.671554
6,20,7759.3584,2.83717,2.851899,-1.923735,33463.6201,4.947798,17.474181,-9.336827,4544.6333,2.092389,3.382175,-1.80144,4781.5996,2.075911,3.583318,-1.828462,1647.479,1.986539,1.902551,-0.813268,1619.4152,1.977901,1.933627,-0.820293,7187.4009,2.456707,6.580926,-2.814212,7604.523,2.462403,7.134867,-3.086752,22064.8809,3.038858,9.167117,-5.034365,12734.8135,2.410751,5.648151,-2.759383,4986.5571,2.016697,2.972326,-1.689449,5077.4956,2.085516,3.064955,-1.637227,2752.1699,2.277095,3.347031,-0.98782,2744.9009,2.284888,3.224543,-0.965926,7336.6006,2.291503,5.832104,-2.537926,7142.1914,2.398623,5.308746,-2.46735
3,280,1817.3016,1.947581,0.883196,-0.861545,10362.5772,2.962549,5.226634,-2.745512,17512.7422,3.324573,8.283767,-5.287083,19253.0528,3.364011,9.164051,-5.365854,3255.3965,2.681198,2.686132,-1.394984,3239.3543,2.648376,2.67504,-1.305836,15437.8515,3.073826,10.191931,-5.399043,17440.6553,3.181184,11.162396,-5.948579,3218.5122,1.425966,1.388281,-0.842523,3320.2993,1.466902,1.416589,-0.702621,11363.2256,2.801552,6.039822,-3.648132,12310.9111,2.797831,5.800109,-3.706798,5518.1082,3.146204,4.159955,-1.966128,6233.5925,3.411683,4.472775,-2.105124,11761.2856,2.697428,8.369217,-4.704405,10110.5298,2.689542,7.277053,-3.981462
6,70,15507.2207,10.475359,5.612042,-3.355595,59024.0683,13.423121,29.753618,-13.902704,9010.2427,2.144382,8.114136,-4.527036,9126.6816,2.07776,8.108363,-4.519694,2822.4258,2.435877,2.425004,-1.355344,2739.9656,2.41569,2.411678,-1.236893,15050.8657,2.999386,12.186124,-7.21445,15597.8814,2.935102,13.10495,-7.686737,40925.5796,6.866124,15.099573,-8.291116,23485.6699,4.442962,8.807794,-4.425033,14226.0024,3.264578,8.304856,-4.745632,14350.0859,3.082242,7.262256,-4.901083,4746.7571,2.850823,4.371907,-1.809946,4624.0791,2.780809,4.672782,-1.725689,19787.3349,3.89903,13.422802,-8.015027,19300.8901,4.271221,11.682055,-7.601839
6,30,9810.753,3.208536,3.472307,-2.384012,40596.8584,5.631457,20.503871,-10.773186,5791.4707,2.36198,4.023531,-2.279855,6002.3437,2.319316,4.080795,-2.278759,1981.9721,2.175589,2.038397,-0.922661,1935.642,2.163108,1.988868,-0.918539,9139.1275,2.812516,7.380516,-3.702113,9685.6586,2.814555,7.936905,-3.951646,27168.3848,3.460339,10.65785,-6.227899,15388.249,2.667952,6.445006,-3.394344,6570.9531,2.315636,3.58702,-2.190219,6766.4673,2.40576,3.748825,-2.159085,3295.5879,2.504674,3.61877,-1.229667,3283.489,2.522115,3.551708,-1.151648,9678.3393,2.648025,6.600147,-3.711326,9396.7788,2.776057,6.101171,-3.366681
3,290,1720.3667,1.829378,0.826504,-0.849958,10438.4609,2.969965,5.323412,-2.819826,18055.3574,3.495659,8.690291,-5.385964,19933.4678,3.562705,9.608952,-5.500599,3335.7738,2.739346,2.718004,-1.358976,3310.6683,2.732936,2.725106,-1.376409,15842.7163,3.185729,10.833634,-5.771722,17895.3174,3.306312,11.750614,-6.338253,3249.9322,1.430753,1.306257,-0.814637,3440.7276,1.489977,1.396426,-0.703084,11619.7623,2.859388,6.282757,-3.742911,12646.5611,2.876534,6.071838,-3.882157,5656.5508,3.249561,4.301227,-1.941312,6386.5945,3.531676,4.564973,-2.206079,12117.0742,2.777664,8.766293,-4.59598,10374.4663,2.758076,7.669478,-3.991251
